,source,word,freq_lcnl,aoa_mean,aoa_sd,tasa_1,tasa_2,tasa_3
1295,3k,coke,,4.74,1.76,0,2,3
1497,3k,cross,24,4.74,1.76,56,71,82
561,3k,both,52,4.772365,1.57,213,268,333
332,3k,bike,33,4.79,1.65,173,87,59
437,3k,block,16,4.79,3.08,87,65,59
2156,3k,fear,20,4.79,1.93,15,46,75
239,3k,beach,27,4.8,1.54,82,81,83
253,3k,beard,5,4.84,1.8,4,13,17
904,3k,cash,,4.84,2.61,14,11,8
217,3k,bat,26,4.85,1.73,51,32,22
2399,3k,fluff,4,4.85,1.57,10,0,2
545,lcnl,boots,12,4.86,2.71,50,48,43
2125,3k,far,61,4.878935,1.57,377,369,389
1881,3k,dream,18,4.88,1.95,61,68,67
447,3k,blood,4,4.89,1.64,34,63,75
783,3k,bunch,15,4.89,1.78,24,29,19
1761,3k,dish,12,4.89,2.42,41,31,10
810,3k,bush,18,4.9,2.1,20,21,31
1844,3k,down,522,4.93222,1.96,2635,2173,1958
1339,3k,cop,,4.94,1.3,19,6,6
573,3k,bow,26,4.95,2.22,15,25,30
1145,3k,class,16,4.95,1.36,182,181,177
2434,3k,fold,,4.95,1.87,28,8,11
2013,3k,each,95,4.953534,1.53,566,741,955
223,3k,bathe,2,5,2.11,0,2,3
267,3k,bee,44,5,1.97,55,54,30
1002,3k,cheer,9,5,1.67,8,10,12
2271,3k,fix,13,5,1.88,151,76,41
1014,3k,chest,9,5.05,2.09,17,47,52
842,3k,cage,9,5.06,1.3,58,76,49
997,3k,cheek,3,5.06,2.1,7,14,14
1994,3k,dust,21,5.06,1.39,36,61,66
2227,3k,fill,9,5.06,1.47,39,52,50
12,3k,add,1,5.1,1.48,46,31,26
674,3k,bride,4,5.1,1.55,0,1,4
237,lcnl,be,674,5.11,3.23,3366,3618,4161
612,3k,branch,24,5.11,2.11,54,59,48
992,3k,cheat,1,5.11,1.75,1,1,3
2168,3k,feel,58,5.11,2.73,466,414,419
2352,3k,flip,6,5.11,1.32,3,4,5
1027,3k,child,59,5.14536,1.7,70,118,144
1100,3k,church,7,5.15,1.76,25,40,59
2137,3k,fat,26,5.15,1.84,134,88,75
187,3k,bark,17,5.17,1.76,58,47,45
1059,3k,choice,6,5.17,1.79,7,17,25
1652,3k,dead,12,5.17,2.09,86,153,163
1681,3k,deer,6,5.17,3.26,40,49,53
2408,3k,flush,,5.17,2.68,0,0,1
353,3k,birth,1,5.21,2.25,0,6,13
947,3k,chain,2,5.22,2.13,15,19,24
1245,3k,cluck,7,5.22,2.13,,,
1906,3k,drive,22,5.26,2.58,78,108,98
1392,3k,crab,,5.28,2.3,31,6,10
643,3k,break,19,5.3,2.18,56,77,100
1185,3k,climb,27,5.3,2.05,123,89,60
1225,3k,cloth,1,5.3,1.13,50,55,75
125,3k,back,406,5.305215,2.35,2096,1959,1784
273,3k,beep,33,5.32,2.38,,,
1153,3k,clay,16,5.32,2.06,59,60,42
412,3k,bless,7,5.33,1.81,1,2,5
2279,3k,flag,6,5.33,2.38,19,17,16
2047,3k,eight,27,5.3585,1.72,60,73,85
2216,3k,fifth,2,5.3585,2.32,11,16,20
1013,3k,chess,2,5.37,2.03,0,1,2
1664,3k,death,2,5.37,1.8,15,44,79
2021,3k,earth,11,5.37,1.26,200,281,348
2361,3k,float,9,5.39,2.55,8,27,23
1533,3k,cub,6,5.4,2.04,11,9,12
827,3k,by,312,5.411785,1.5,1189,1462,2074
1893,3k,drew,11,5.411785,2.21,43,70,82
243,3k,beak,2,5.42,2.73,6,7,9
737,3k,bruise,,5.45,2.14,0,0,1
1679,3k,deep,58,5.47,2.46,128,188,217
2219,3k,fight,38,5.47,2.06,85,123,103
146,lcnl,bake,13,5.5,2.53,52,12,7
160,unl,bam,,5.5,2.85,,,
721,3k,broom,11,5.5,2.46,7,9,16
1304,3k,comb,11,5.5,2.2,5,10,13
519,3k,bone,12,5.53,1.74,34,29,48
879,3k,cap,16,5.53,2.01,84,48,52
984,3k,chase,24,5.53,2.12,21,17,15
994,3k,check,5,5.53,1.68,49,63,59
1022,3k,chick,8,5.53,2.09,55,23,4
1660,3k,dear,107,5.550326,1.82,73,93,84
297,3k,bend,8,5.56,1.85,22,35,29
532,3k,boom,22,5.56,2.43,8,28,15
823,3k,buy,49,5.56,2.08,144,174,177
1703,3k,desk,21,5.56,2.2,140,126,89
676,3k,bridge,21,5.58,2.34,31,52,44
2077,3k,eve,5,5.603611,2.45,16,6,5
788,3k,bunk,3,5.62,2.52,0,8,7
241,3k,bead,,5.63,1.64,0,0,0
422,3k,blink,15,5.63,2.27,3,3,5
1520,3k,crunch,14,5.63,1.83,1,6,3
2120,3k,fan,6,5.63,2.54,11,4,9
888,3k,care,48,5.65,2.01,335,286,280
1361,3k,cost,3,5.67,1.88,30,23,24
2105,3k,fair,24,5.67,1.91,113,104,78
2163,3k,fed,11,5.67821,2.66,46,31,39
2310,3k,flat,13,5.68,1.67,56,106,100
1693,3k,den,21,5.7,1.66,21,12,9
165,3k,bang,17,5.74,2.88,64,22,16
256,3k,beast,3,5.74,2.79,26,13,12
870,3k,cane,2,5.74,1.97,53,13,11
1503,3k,crow,23,5.74,3.28,30,29,18
1734,3k,dime,,5.74,2.05,71,15,12
2264,3k,fit,24,5.74,1.66,82,64,59
602,3k,brain,18,5.76,2.19,3,25,42
182,3k,bare,4,5.78,2.86,13,26,37
281,3k,beg,9,5.78,2.32,5,9,15
865,3k,camp,4,5.78,1.73,62,80,88
2133,lcnl,fart,,5.78,2.34,,,
2237,3k,find,133,5.78,3.89,1342,870,874
6,3k,ache,1,5.79,2.27,6,7,6
781,3k,bun,5,5.79,2.74,1,0,0
1075,3k,chore,1,5.79,1.51,0,0,0
1160,3k,clear,25,5.8,1.79,15,95,132
648,3k,breath,18,5.81,2.02,48,105,104
1399,3k,craft,1,5.83,2.23,0,0,2
2111,3k,fake,,5.83,2.26,0,5,5
921,3k,cause,23,5.84,3.1,2,21,42
1635,3k,date,,5.84,2.01,14,16,22
61,3k,ape,3,5.89,2.64,19,11,2
1048,3k,chip,3,5.89,2.35,57,12,17
1242,3k,club,79,5.89,2.56,37,53,52
1446,3k,creek,1,5.89,2.23,14,31,42
1518,3k,crumb,1,5.89,2.26,2,3,3
1903,3k,drip,,5.89,2.35,30,3,2
37,3k,aisle,2,5.95,1.54,3,7,10
607,3k,brake,5,5.95,2.22,3,6,4
1438,3k,cream,40,5.95,2.48,94,55,39
1524,3k,crust,2,5.95,1.9,0,4,7
2288,3k,flake,1,5.95,2.76,,,
83,lcnl,arts,,5.965949,2.25,1,1,1
2197,3k,few,28,5.99792,1.6,269,406,550
625,3k,brave,12,6,2.03,76,62,49
936,3k,cent,1,6,1.64,3,4,5
1347,3k,cord,1,6,2.13,2,6,10
1654,3k,deal,6,6,2.06,14,35,59
2100,3k,fail,4,6,1.61,1,4,4
2453,3k,force,,6,1.78,3,23,49
386,3k,blank,1,6.05,1.79,0,7,10
1463,3k,crib,1,6.05,4.16,2,5,2
2048,3k,eighth,2,6.051205,1.27,2,6,10
444,lcnl,blonde,,6.06,1.21,2,3,2
1248,3k,clue,2,6.06,2.15,22,25,23
2209,lcnl,field,18,6.1,2.38,132,154,139
84,lcnl,as,844,6.10449,2.3,2243,3346,4616
2180,3k,felt,79,6.10449,1.95,342,460,500
110,3k,axe,6,6.11,1.49,0,3,8
130,3k,badge,,6.11,1.81,0,1,1
276,3k,beer,2,6.11,2.68,0,10,10
413,lcnl,blessed,1,6.11,2.69,0,2,4
1062,3k,choke,1,6.11,2.23,1,4,3
1065,3k,chomp,5,6.11,2.21,,,
1419,3k,crash,13,6.11,2.59,27,34,28
1914,lcnl,drool,1,6.11,3.62,,,
258,3k,beat,15,6.15,1.66,65,85,84
2418,3k,foam,,6.15,2.52,1,1,5
489,3k,bob,3,6.157775,1.97,281,91,66
162,3k,band,23,6.16,2.54,61,47,39
433,3k,blob,,6.16,2.29,1,0,1
557,3k,boss,1,6.16,2.36,125,38,23
895,3k,cart,7,6.16,2.32,34,32,24
565,3k,bounce,3,6.17,4.9,5,11,14
2035,3k,edge,12,6.17,2.31,20,103,122
886,3k,card,4,6.2,2.26,53,45,28
81,3k,art,5,6.21,2.32,41,25,38
622,3k,brat,,6.21,3.08,,,
2425,3k,fog,4,6.21,2.2,26,27,27
286,3k,belch,1,6.22,2.26,,,
659,3k,breeze,15,6.22,3,5,9,22
1765,3k,ditch,5,6.22,2.16,11,8,13
550,lcnl,bored,6,6.25,1.68,6,14,18
2291,3k,flame,1,6.25,2.38,14,10,13
858,3k,calm,4,6.26,2.18,4,24,35
1857,3k,drain,2,6.26,2.96,2,4,5
2184,3k,fence,39,6.28,3.36,85,96,71
547,3k,bop,1,6.31,2.77,,,
109,lcnl,ax,1,6.31763,1.73,11,11,14
1926,3k,drove,14,6.31763,2.57,86,101,85
1396,3k,crack,8,6.33,3.38,17,42,37
1489,unl,crooked,12,6.33,1.61,4,2,5
898,3k,carve,,6.35,1.77,10,10,4
482,3k,board,8,6.37,1.8,81,80,72
1716,3k,dice,,6.37,2.22,0,0,1
1564,3k,curl,7,6.39,2.7,4,6,6
1029,3k,chill,,6.4,2.39,5,1,3
9,3k,act,11,6.42,2.22,27,67,67
202,3k,base,4,6.42,2.57,20,26,31
340,3k,bill,4,6.4242,2.07,442,263,117
671,3k,brick,8,6.43,2.09,9,20,19
1266,3k,coast,1,6.43,1.91,13,19,24
168,3k,bank,8,6.44,2.41,55,87,66
1670,3k,deck,2,6.45,2.76,24,37,24
356,3k,bit,44,6.47,2.55,117,139,143
2039,3k,eel,,6.47,2.2,0,7,4
2091,3k,fact,13,6.47,2.78,32,82,120
2393,3k,flu,2,6.47,2.84,1,5,4
2466,3k,fort,2,6.477485,3.09,8,14,25
379,3k,blame,2,6.48,1.89,8,16,15
1417,3k,crap,,6.5,2.57,,,
2201,lcnl,fib,,6.5,2.57,,,
1273,lcnl,cob,,6.520113,2.11,0,3,5
1060,3k,choir,,6.53,2.55,1,1,2
2061,3k,else,36,6.53077,1.77,175,262,287
279,3k,beet,1,6.56,2.06,0,0,1
765,3k,bulb,3,6.56,2.23,5,7,11
269,3k,beef,8,6.58,2.43,0,6,8
684,3k,bright,48,6.58,2.87,109,139,153
1603,3k,dam,2,6.58,1.54,3,16,13
1817,3k,dork,,6.58,3.31,,,
1974,3k,dump,36,6.58,2.5,4,13,14
1983,3k,dunk,1,6.58,4.07,,,
2371,3k,flood,2,6.58,2.39,0,12,13
503,3k,boil,5,6.6,1.79,0,4,4
646,3k,breast,1,6.6,2.54,5,3,3
120,3k,babe,1,6.61,3.11,6,16,11
1198,3k,clip,,6.61,2.62,5,4,4
2191,3k,fetch,9,6.61,2.55,0,6,12
85,3k,ash,,6.626683,2.54,3,4,5
418,3k,blimp,,6.63,2.48,,,
854,3k,calf,14,6.63,1.5,9,12,12
1623,3k,dare,8,6.63,2.22,12,19,26
1835,3k,dough,4,6.63,2.91,22,14,5
1840,3k,dove,4,6.63,2.22,23,14,9
999,lcnl,cheep,3,6.64,4.14,,,
457,3k,blouse,1,6.65,2.58,0,3,3
1263,3k,coal,9,6.65,2.23,7,23,39
1572,unl,curved,1,6.67,1.61,0,7,15
1713,3k,dial,1,6.68,3.16,1,3,5
2376,3k,flop,18,6.68,3.32,12,3,1
31,3k,aim,1,6.72,2.11,0,6,9
371,3k,blade,6,6.72,1.99,7,6,9
443,3k,blond,,6.72,3.3,0,7,9
1087,3k,chuck,,6.72,2.42,25,18,13
1589,lcnl,dab,,6.72,2.4,3,2,3
2117,3k,FALSE,,6.722596,2.15,,,
218,3k,batch,,6.74,1.85,0,0,1
901,3k,case,16,6.74,2,57,70,83
924,3k,cave,18,6.74,2.49,70,84,71
1070,3k,chop,1,6.74,2.38,23,11,11
1174,3k,clerk,5,6.74,2.6,13,11,10
1411,3k,crane,10,6.775881,2.18,3,10,10
1576,lcnl,cuss,,6.79,2.62,,,
1556,3k,curb,1,6.81,2.99,10,10,8
1653,3k,deaf,1,6.83,1.5,2,8,13
449,3k,bloom,1,6.84,2.09,5,4,6
965,3k,chant,,6.88,2.76,0,0,2
1260,3k,coach,4,6.89,2,47,61,35
2383,3k,flour,4,6.89,2.33,56,18,12
176,3k,bar,7,6.9,2.62,39,28,34
880,3k,cape,4,6.903765,4.52,39,13,9
835,3k,cab,4,6.94,2.86,9,9,8
1178,3k,click,17,6.94,2.6,39,7,11
2025,3k,east,12,6.94,3.56,38,55,74
2142,3k,fault,6,6.94,2.84,8,28,31
1130,lcnl,clank,3,6.95,2.74,,,
1204,3k,cloak,3,6.95,2.41,0,4,7
2094,3k,fade,2,6.95,2.67,1,2,2
2230,3k,film,,6.95,2.57,2,12,18
313,3k,bet,16,7,2.43,99,75,44
420,3k,blind,6,7,2.6,19,35,36
1644,3k,dawn,4,7,1.94,30,25,31
1749,3k,dip,2,7,2.81,8,3,5
1928,3k,drown,3,7,2.52,7,8,5
751,3k,bud,1,7.010335,1.5,39,19,12
1631,lcnl,darts,,7.031649,1.94,0,2,1
2055,3k,elk,1,7.05,4.68,8,9,6
393,3k,blast,2,7.06,3.02,2,11,13
1422,3k,crate,,7.06,2.29,8,6,5
1733,3k,dim,1,7.06,2.62,7,15,19
2273,lcnl,fizz,,7.06,1.89,,,
2380,lcnl,floss,,7.06,2.84,,,
825,3k,buzz,17,7.095591,2.54,3,10,7
143,3k,bait,1,7.11,2.08,8,6,7
991,3k,cheap,2,7.11,2.08,1,5,7
1504,3k,crowd,11,7.14,2.75,24,78,82
1898,3k,drill,,7.14,2.9,0,8,4
543,3k,booth,2,7.16,1.61,4,12,9
1320,lcnl,coo,3,7.16,3.79,,,
72,lcnl,ark,2,7.17,3.33,0,1,3
1035,lcnl,chimp,,7.17,3.28,0,0,0
2363,3k,flock,2,7.18,2.9,13,16,18
1526,3k,crutch,,7.21,2.86,0,0,0
1767,3k,dive,4,7.21,2.53,10,28,18
2300,lcnl,flap,15,7.21,3.07,2,7,5
599,3k,braid,1,7.22,3.67,0,1,1
1476,3k,crisp,5,7.22,2.84,1,1,3
910,3k,cast,5,7.24,3.16,4,11,20
150,3k,bald,1,7.26,3.35,18,5,6
2118,3k,fame,1,7.26,2.49,0,1,2
2242,3k,fink,1,7.27,1.19,,,
1183,3k,cliff,3,7.27676,1.51,52,25,24
511,3k,bolt,,7.28,2.63,3,2,8
2235,3k,fin,1,7.3,3.36,71,11,1
1534,3k,cube,,7.32,2.69,2,1,2
24,3k,aid,3,7.33,2.2,1,12,11
987,3k,chat,1,7.33,2.43,1,2,2
1697,3k,dent,,7.33,2.22,5,4,2
1378,3k,course,59,7.340702,1.96,92,203,278
1120,3k,clam,2,7.37,2.22,0,7,9
1708,lcnl,dew,2,7.37,2.59,0,7,6
1630,lcnl,dart,,7.38,2.97,2,1,10
2388,3k,flow,1,7.4,1.9,1,10,19
2306,lcnl,flash,2,7.42,2.46,42,41,32
2239,3k,fine,56,7.44,2.68,223,212,177
2233,3k,filth,,7.45,2.82,0,0,0
395,3k,blaze,25,7.47,2.37,0,1,4
1568,3k,curse,2,7.47,2.67,0,0,3
1763,3k,disk,,7.47,3.37,0,0,0
2344,3k,flight,3,7.47,4.15,6,14,23
973,3k,charge,9,7.5,3.2,21,25,38
1571,3k,curve,1,7.52,3.71,7,11,16
957,3k,champ,1,7.53,1.9,,,
1025,3k,chief,6,7.53,2.86,17,55,64
1363,3k,cot,,7.53,2.32,20,3,5
1961,3k,due,1,7.53,3.03,0,6,6
2104,3k,faint,6,7.53,2.12,4,9,21
2340,3k,flick,,7.55,3.1,0,0,1
874,unl,canned,,7.56,2.38,2,3,8
1460,3k,crew,1,7.56,2.66,12,28,33
2006,lcnl,dye,,7.56,2.41,2,2,3
2443,3k,fool,8,7.56,3.05,33,44,37
2017,3k,earn,,7.57,2.56,9,15,26
2429,3k,foil,,7.57,1.89,1,1,3
1522,3k,crush,,7.58,2.39,3,1,3
1852,3k,draft,,7.58,2.52,0,3,3
2463,3k,form,5,7.58,2.97,17,45,100
981,3k,chart,1,7.59,2.92,18,21,22
1782,3k,doe,,7.59647,2.22,0,2,4
1479,3k,croak,4,7.61,3.24,11,0,1
2109,3k,faith,,7.62,3.31,0,4,7
1349,3k,core,,7.63,3.67,0,1,2
1494,3k,crop,,7.63,2.36,7,10,13
1514,lcnl,cruel,,7.63,2.09,2,9,10
1997,3k,dwarf,,7.65,2.81,12,6,8
1469,3k,crime,1,7.67,3.2,0,3,12
1610,3k,damp,3,7.67,2.11,11,21,25
748,3k,buck,,7.68,3.16,31,16,11
1106,3k,chute,3,7.68,2.43,1,4,4
614,3k,brand,4,7.72,2.35,3,5,4
806,3k,burst,8,7.72,2.7,8,29,37
284,3k,beige,3,7.74,2.28,,,
1192,3k,cling,1,7.74,3.38,0,0,1
1632,3k,dash,2,7.74,2.92,1,6,10
1780,3k,dodge,,7.745668,2.45,0,1,2
144,lcnl,baits,,7.78,2.41,,,
960,3k,chance,14,7.78,2.1,51,90,100
594,3k,brag,,7.79,2.46,6,4,1
1441,3k,crease,,7.79,2.07,,,
2320,3k,flea,6,7.79,2.97,13,14,4
1508,3k,crown,8,7.8,3.35,7,8,8
2159,3k,feast,9,7.81,3.91,3,17,17
25,3k,aide,,7.83,3.31,0,1,1
1032,3k,chime,,7.83,2.57,,,
92,3k,ass,,7.84,3.11,0,0,2
1488,3k,crook,1,7.84,2.65,1,0,3
540,3k,boost,,7.89,2.87,0,0,1
589,3k,brace,,7.89,1.78,0,7,7
1078,3k,chow,,7.89,2.05,,,
1958,lcnl,dude,,7.89,2.83,0,1,3
1968,3k,duke,10,7.89,2.96,0,8,12
2346,lcnl,flinch,,7.89,3.1,,,
1924,3k,drought,,7.94,2.65,0,0,4
365,lcnl,blab,1,7.95,3.65,,,
476,3k,blush,,7.95,1.81,1,3,2
1433,lcnl,crazed,,7.95,2.3,,,
398,lcnl,bleach,1,8,3.25,0,1,0
513,3k,bomb,1,8,2.49,0,1,3
1449,3k,creep,6,8,2.38,11,11,9
1627,3k,darn,3,8,3.94,,,
1849,lcnl,doze,3,8,1.91,,,
647,lcnl,breasts,,8.027632,2.63,0,1,0
1970,3k,dull,3,8.05,2.46,30,17,19
2075,lcnl,etch,,8.06,2.67,,,
2218,3k,fig,,8.06,2.82,1,1,2
462,unl,blub,7,8.08,2.81,,,
976,3k,charm,,8.09,2.83,0,5,7
2455,3k,ford,,8.097349,3.74,17,12,17
768,3k,bulge,,8.1,2.93,0,1,0
1435,3k,creak,3,8.1,3.57,0,3,3
775,3k,bum,1,8.11,3.3,1,4,3
1158,lcnl,cleanse,,8.11,3.16,,,
1281,3k,code,3,8.11,2.79,4,7,5
1937,lcnl,drug,,8.11,2.62,0,3,4
526,unl,boob,,8.16,4.51,,,
2406,lcnl,flunk,,8.16,2.5,,,
2436,3k,folk,2,8.19,2.96,0,2,8
151,3k,bale,,8.2,2.5,0,0,1
1731,3k,dill,,8.203919,2.71,,,
588,lcnl,bra,,8.21,2.18,,,
2127,3k,fare,2,8.21,3.01,1,2,3
2224,3k,file,1,8.21,2.78,6,3,9
11,lcnl,ad,4,8.22,3.04,10,8,8
485,3k,boast,2,8.22,2.13,0,1,4
1254,lcnl,clunk,,8.22,3.52,,,
1775,3k,dock,3,8.22,3.87,31,17,13
881,unl,caped,,8.24,3.15,,,
1333,3k,coop,1,8.246547,2.76,,,
68,3k,arch,2,8.26,3.11,1,6,4
1006,3k,chef,1,8.3,4.6,0,0,2
1607,3k,damn,,8.3,2.23,0,5,7
2335,3k,flesh,,8.3,2.62,3,6,15
1083,3k,chrome,,8.32,3.28,,,
2328,3k,flee,2,8.33,2.72,0,1,1
385,3k,bland,,8.35,3.67,0,0,0
452,3k,blot,,8.38,3.52,0,0,1
1380,3k,court,4,8.39,2.62,3,24,32
2148,3k,fawn,,8.4,3.35,0,4,5
716,3k,brook,4,8.42,3.69,24,15,8
679,3k,brief,2,8.44,2.64,0,1,7
1543,3k,cuff,,8.44,2.79,0,0,1
1798,3k,dome,4,8.44,2.99,0,0,5
2415,3k,foal,3,8.44,2.48,13,0,3
2121,3k,fang,,8.47,3.01,53,20,0
2410,3k,flute,9,8.47,2.22,10,10,7
1407,3k,cramp,,8.5,2.75,,,
1500,3k,crouch,,8.5,2.38,,,
1688,3k,dell,,8.502315,4.9,,,
1098,3k,chunk,,8.53,3.63,2,2,2
1774,lcnl,doc,3,8.53,4.93,26,15,5
1957,3k,dud,,8.55,2.72,,,
2165,3k,fee,1,8.56,2.55,1,0,1
1004,lcnl,cheers,4,8.587917,3.83,3,3,4
1868,unl,drat,,8.6,2.85,,,
1466,lcnl,crick,,8.619542,2.44,,,
1250,3k,clump,3,8.62,3.04,9,4,5
213,3k,bass,,8.63,3.02,1,0,3
1142,lcnl,clasp,,8.63,2.81,,,
